paypal_billing_agreement_order	paypal_billing_agreement	CASCADE
paypal_cert	store_website	CASCADE
paypal_settlement_report_row	paypal_settlement_report	CASCADE
persistent_session	customer_entity	CASCADE
persistent_session	store_website	CASCADE
product_alert_price	customer_entity	CASCADE
product_alert_price	catalog_product_entity	CASCADE
product_alert_price	store	CASCADE
product_alert_price	store_website	CASCADE
product_alert_stock	customer_entity	CASCADE
product_alert_stock	catalog_product_entity	CASCADE
product_alert_stock	store	CASCADE
product_alert_stock	store_website	CASCADE
queue_message_status	queue_message	CASCADE
queue_message_status	queue	CASCADE
quote	store	CASCADE
quote_address	quote	CASCADE
quote_address_item	quote_address	CASCADE
quote_address_item	quote_item	CASCADE
quote_address_item	quote_address_item	CASCADE
quote_id_mask	quote	CASCADE
quote_item	quote_item	CASCADE
quote_item	quote	CASCADE
quote_item	store	SET NULL
quote_item_option	quote_item	CASCADE
quote_payment	quote	CASCADE
quote_shipping_rate	quote_address	CASCADE
rating	rating_entity	CASCADE
rating_option	rating	CASCADE
rating_option_vote	rating_option	CASCADE
rating_option_vote	review	CASCADE
rating_option_vote_aggregated	rating	CASCADE
rating_option_vote_aggregated	store	CASCADE
rating_store	rating	CASCADE
rating_store	store	CASCADE
rating_title	rating	CASCADE
rating_title	store	CASCADE
release_notification_viewer_log	admin_user	CASCADE
report_compared_product_index	customer_entity	CASCADE
report_compared_product_index	catalog_product_entity	CASCADE
report_compared_product_index	store	SET NULL
report_event	report_event_types	CASCADE
report_event	store	CASCADE
report_viewed_product_aggregated_daily	catalog_product_entity	CASCADE
report_viewed_product_aggregated_daily	store	CASCADE
report_viewed_product_aggregated_monthly	catalog_product_entity	CASCADE
report_viewed_product_aggregated_monthly	store	CASCADE
report_viewed_product_aggregated_yearly	catalog_product_entity	CASCADE
report_viewed_product_aggregated_yearly	store	CASCADE
report_viewed_product_index	customer_entity	CASCADE
report_viewed_product_index	catalog_product_entity	CASCADE
report_viewed_product_index	store	SET NULL
review	review_entity	CASCADE
review	review_status	NO ACTION
review_detail	customer_entity	SET NULL
review_detail	review	CASCADE
review_detail	store	SET NULL
review_entity_summary	store	CASCADE
review_store	review	CASCADE
review_store	store	CASCADE
sales_bestsellers_aggregated_daily	store	CASCADE
sales_bestsellers_aggregated_monthly	store	CASCADE
sales_bestsellers_aggregated_yearly	store	CASCADE
sales_creditmemo	sales_order	CASCADE
sales_creditmemo	store	SET NULL
sales_creditmemo_comment	sales_creditmemo	CASCADE
sales_creditmemo_item	sales_creditmemo	CASCADE
sales_invoice	sales_order	CASCADE
sales_invoice	store	SET NULL
sales_invoice_comment	sales_invoice	CASCADE
sales_invoice_item	sales_invoice	CASCADE
sales_invoiced_aggregated	store	SET NULL
sales_invoiced_aggregated_order	store	SET NULL
sales_order	customer_entity	SET NULL
sales_order	store	SET NULL
sales_order_address	sales_order	CASCADE
sales_order_aggregated_created	store	SET NULL
sales_order_aggregated_updated	store	SET NULL
sales_order_item	sales_order	CASCADE
sales_order_item	store	SET NULL
sales_order_payment	sales_order	CASCADE
sales_order_status_history	sales_order	CASCADE
sales_order_status_label	sales_order_status	CASCADE
sales_order_status_label	store	CASCADE
sales_order_status_state	sales_order_status	CASCADE
sales_order_tax_item	sales_order_item	CASCADE
sales_order_tax_item	sales_order_item	CASCADE
sales_order_tax_item	sales_order_tax	CASCADE
sales_payment_transaction	sales_payment_transaction	CASCADE
sales_payment_transaction	sales_order	CASCADE
sales_payment_transaction	sales_order_payment	CASCADE
sales_refunded_aggregated	store	SET NULL
sales_refunded_aggregated_order	store	SET NULL
sales_sequence_profile	sales_sequence_meta	CASCADE
sales_shipment	sales_order	CASCADE
sales_shipment	store	SET NULL
sales_shipment_comment	sales_shipment	CASCADE
sales_shipment_item	sales_shipment	CASCADE
sales_shipment_track	sales_shipment	CASCADE
sales_shipping_aggregated	store	SET NULL
sales_shipping_aggregated_order	store	SET NULL
salesrule_coupon	salesrule	CASCADE
salesrule_coupon_aggregated	store	CASCADE
salesrule_coupon_aggregated_order	store	CASCADE
salesrule_coupon_aggregated_updated	store	CASCADE
salesrule_coupon_usage	salesrule_coupon	CASCADE
salesrule_coupon_usage	customer_entity	CASCADE
salesrule_customer	customer_entity	CASCADE
salesrule_customer	salesrule	CASCADE
salesrule_customer_group	customer_group	CASCADE
salesrule_customer_group	salesrule	CASCADE
salesrule_label	salesrule	CASCADE
salesrule_label	store	CASCADE
salesrule_product_attribute	eav_attribute	CASCADE
salesrule_product_attribute	customer_group	CASCADE
salesrule_product_attribute	salesrule	CASCADE
salesrule_product_attribute	store_website	CASCADE
salesrule_website	salesrule	CASCADE
salesrule_website	store_website	CASCADE
search_query	store	CASCADE
search_synonyms	store	CASCADE
search_synonyms	store_website	CASCADE
sitemap	store	CASCADE
store	store_group	CASCADE
store	store_website	CASCADE
store_group	store_website	CASCADE
tax_calculation	tax_class	CASCADE
tax_calculation	tax_class	CASCADE
tax_calculation	tax_calculation_rate	CASCADE
tax_calculation	tax_calculation_rule	CASCADE
tax_calculation_rate_title	tax_calculation_rate	CASCADE
tax_calculation_rate_title	store	CASCADE
tax_order_aggregated_created	store	CASCADE
tax_order_aggregated_updated	store	CASCADE
theme_file	theme	CASCADE
translation	store	CASCADE
ui_bookmark	admin_user	CASCADE
variable_value	store	CASCADE
variable_value	variable	CASCADE
vault_payment_token	customer_entity	CASCADE
vault_payment_token_order_payment_link	vault_payment_token	CASCADE
vault_payment_token_order_payment_link	sales_order_payment	CASCADE
weee_tax	eav_attribute	CASCADE
weee_tax	directory_country	CASCADE
weee_tax	catalog_product_entity	CASCADE
weee_tax	store_website	CASCADE
widget_instance	theme	CASCADE
widget_instance_page	widget_instance	CASCADE
widget_instance_page_layout	widget_instance_page	CASCADE
widget_instance_page_layout	layout_update	CASCADE
wishlist	customer_entity	CASCADE
wishlist_item	catalog_product_entity	CASCADE
wishlist_item	store	SET NULL
wishlist_item	wishlist	CASCADE
wishlist_item_option	wishlist_item	CASCADE
